Τμήμα;Γεωγραφικό πλάτος (μοίρες);Γεωγραφικό μήκος (μοίρες);Χρόνος;
danja;;;21:39:06;how far can netless reach
danja;;;21:39:06;new journey, new era
danja;;;21:39:06;free urban node
kostantinos;379747233,3;23726495;21:39:06;
phillip;;;21:39:06;free urban node
phillip;;;21:39:06;new journey, new era
elena;;;21:39:06;get ready
elena;;;21:39:06;google rules!!!
alex;;;21:39:07;ok..now we did cleaned out our log
alex;;;21:39:07;google rules!!!
alex;;;21:39:07;get ready
phillip;37980971;23730718;21:39:07;
kostantinos;37974,705;2372651833;21:39:07;
kostantinos;379746866,7;2372653833;21:39:08;
alex;37978267;23723243;21:39:09;
elena;;;21:39:09;get ready
elena;;;21:39:09;ok..now we did cleaned out our log
elena;;;21:39:09;google rules!!!
kostantinos;3797462333;2372658;21:39:10;
alex;37978269;23723281;21:39:10;
alex;;;21:39:10;ok..now we did cleaned out our log
alex;;;21:39:10;google rules!!!
alex;;;21:39:10;get ready
kostantinos;3797460833;2372663833;21:39:12;
elena;;;21:39:12;get ready
elena;;;21:39:12;ok..now we did cleaned out our log
elena;;;21:39:12;google rules!!!
alex;;;21:39:13;ok..now we did cleaned out our log
alex;;;21:39:13;google rules!!!
alex;;;21:39:13;get ready
elisavet;37977663;23729551;21:39:13;
kostantinos;379745966,7;2372666167;21:39:13;
kostantinos;3797458333;2372667833;21:39:14;
kostantinos;379745666,7;2372669333;21:39:15;
elena;;;21:39:15;get ready
elena;;;21:39:15;ok..now we did cleaned out our log
elena;;;21:39:15;google rules!!!
alex;;;21:39:16;ok..now we did cleaned out our log
alex;;;21:39:16;google rules!!!
alex;;;21:39:16;get ready
kostantinos;379745666,7;2372671;21:39:16;
danja;3798012;23731863;21:39:16;
elena;37978708;23723243;21:39:17;
elena;37978708;23723243;21:39:17;
kostantinos;3797456333;23726725;21:39:17;
phillip;37980947;23730600;21:39:18;
kostantinos;3797455833;2372674167;21:39:18;
elena;;;21:39:18;google rules!!!
elisavet;37977721;23729656;21:39:19;
kostantinos;3797,456;2372677167;21:39:19;
alex;;;21:39:19;ok..now we did cleaned out our log
alex;;;21:39:19;google rules!!!
alex;;;21:39:19;get ready
kostantinos;3797,455;23726785;21:39:20;
alex;37978283;23723274;21:39:21;
kostantinos;37974,545;2372680333;21:39:21;
alex;;;21:39:22;ok..now we did cleaned out our log
alex;;;21:39:22;google rules!!!
alex;;;21:39:22;get ready
alex;37978335;23723303;21:39:22;
kostantinos;379745483,3;23726825;21:39:22;
kostantinos;379745433,3;2372684333;21:39:23;
alex;37978343;23723305;21:39:24;
kostantinos;379745433,3;23726855;21:39:24;
alex;;;21:39:25;ok..now we did cleaned out our log
alex;;;21:39:25;google rules!!!
alex;;;21:39:25;get ready
kostantinos;379745433,3;2372686833;21:39:25;
kostantinos;3797,454;2372688333;21:39:26;
kostantinos;379745333,3;2372689833;21:39:27;
alex;;;21:39:28;ok..now we did cleaned out our log
alex;;;21:39:28;google rules!!!
alex;;;21:39:28;get ready
alex;37978343;23723359;21:39:28;
kostantinos;3797,453;2372691167;21:39:28;
elena;;;21:39:28;get ready
elena;;;21:39:28;ok..now we did cleaned out our log
elena;;;21:39:28;google rules!!!
phillip;37980881;23730515;21:39:29;
kostantinos;37974,525;2372692333;21:39:29;
kostantinos;379745216,7;2372693333;21:39:30;
elena;;;21:39:30;get ready
elena;;;21:39:30;ok..now we did cleaned out our log
elena;;;21:39:30;google rules!!!
kostantinos;3797451833;2372694667;21:39:31;
alex;;;21:39:31;ok..now we did cleaned out our log
alex;;;21:39:31;google rules!!!
alex;;;21:39:31;get ready
alex;37978322;23723381;21:39:32;
kostantinos;37974,515;2372695833;21:39:32;
alex;37978268;23723384;21:39:33;
kostantinos;379745083,3;2372696833;21:39:33;
alex;;;21:39:34;ok..now we did cleaned out our log
alex;;;21:39:34;google rules!!!
alex;;;21:39:34;get ready
kostantinos;379745;2372697667;21:39:34;
elena;;;21:39:34;get ready
elena;;;21:39:34;ok..now we did cleaned out our log
elena;;;21:39:34;google rules!!!
kostantinos;379744966,7;23726985;21:39:35;
kostantinos;3797449167;2372699333;21:39:36;
alex;;;21:39:37;ok..now we did cleaned out our log
alex;;;21:39:37;google rules!!!
alex;;;21:39:37;get ready
kostantinos;379744883,3;2372700667;21:39:37;
elena;;;21:39:37;get ready
elena;;;21:39:37;google rules!!!
phillip;37980803;23730454;21:39:38;
kostantinos;37974,465;2372701833;21:39:38;
kostantinos;379744533,3;2372703333;21:39:39;
alex;;;21:39:40;ok..now we did cleaned out our log
alex;;;21:39:40;google rules!!!
alex;;;21:39:40;get ready
kostantinos;3797444833;23727045;21:39:40;
elena;;;21:39:40;get ready
elena;;;21:39:40;ok..now we did cleaned out our log
elena;;;21:39:40;google rules!!!
kostantinos;379744433,3;2372705833;21:39:41;
kostantinos;379744366,7;2372707;21:39:42;
kostantinos;379744316,7;2372708167;21:39:43;
alex;;;21:39:43;ok..now we did cleaned out our log
alex;;;21:39:43;google rules!!!
alex;;;21:39:43;get ready
elena;;;21:39:43;get ready
elena;;;21:39:43;ok..now we did cleaned out our log
elena;;;21:39:43;google rules!!!
kostantinos;37974,425;2372709667;21:39:44;
kostantinos;379744183,3;2372711;21:39:45;
alex;37978233;23723372;21:39:45;
alex;;;21:39:46;ok..now we did cleaned out our log
alex;;;21:39:46;google rules!!!
alex;;;21:39:46;get ready
alex;37978145;23723357;21:39:46;
kostantinos;37974,415;2372712167;21:39:46;
elena;;;21:39:46;get ready
elena;;;21:39:46;ok..now we did cleaned out our log
elena;;;21:39:46;google rules!!!
kostantinos;379744166,7;23727135;21:39:47;
elisavet;37977698;23729950;21:39:48;
phillip;37980735;23730373;21:39:48;
kostantinos;3797,442;2372714167;21:39:48;
alex;;;21:39:49;ok..now we did cleaned out our log
alex;;;21:39:49;google rules!!!
alex;;;21:39:49;get ready
kostantinos;3797442333;2372714833;21:39:49;
elena;;;21:39:49;get ready
elena;;;21:39:49;ok..now we did cleaned out our log
elena;;;21:39:49;google rules!!!
kostantinos;3797442667;2372715;21:39:50;
alex;;;21:39:52;ok..now we did cleaned out our log
alex;;;21:39:52;google rules!!!
alex;;;21:39:52;get ready
kostantinos;379744133,3;2372709167;21:39:52;
elena;;;21:39:52;get ready
elena;;;21:39:52;ok..now we did cleaned out our log
kostantinos;379744166,7;2372708333;21:39:53;
elena;37978628;23723299;21:39:54;
elena;37978628;23723299;21:39:54;
kostantinos;379744166,7;23727075;21:39:54;
phillip;37980723;23730254;21:39:55;
kostantinos;379744183,3;2372707167;21:39:55;
alex;;;21:39:55;ok..now we did cleaned out our log
elena;;;21:39:55;get ready
elena;;;21:39:55;ok..now we did cleaned out our log
elena;;;21:39:55;google rules!!!
alex;;;21:39:56;google rules!!!
alex;;;21:39:56;get ready
kostantinos;3797,442;2372707;21:39:56;
kostantinos;3797,442;2372707;21:39:57;
kostantinos;3797442167;2372706833;21:39:58;
elena;;;21:39:58;get ready
elena;;;21:39:58;ok..now we did cleaned out our log
elena;;;21:39:58;google rules!!!
alex;;;21:39:59;ok..now we did cleaned out our log
alex;;;21:39:59;google rules!!!
alex;;;21:39:59;get ready
kostantinos;3797442167;2372706667;21:39:59;
elena;;;21:39:59;get ready
kostantinos;3797442167;23727065;21:40:00;
elena;;;21:40:00;ok..now we did cleaned out our log
elena;;;21:40:00;google rules!!!
phillip;37980698;23730095;21:40:01;
elina;37977888;23731198;21:40:01;
kostantinos;3797442167;2372706333;21:40:01;
kostantinos;3797442167;2372706333;21:40:02;
alex;;;21:40:02;ok..now we did cleaned out our log
alex;;;21:40:02;google rules!!!
alex;;;21:40:02;get ready
kostantinos;3797442167;2372706167;21:40:03;
kostantinos;3797442333;2372706;21:40:04;
phillip;37980668;23729986;21:40:04;
elena;;;21:40:04;get ready
elena;;;21:40:04;ok..now we did cleaned out our log
elena;;;21:40:04;google rules!!!
alex;;;21:40:05;ok..now we did cleaned out our log
alex;;;21:40:05;google rules!!!
alex;;;21:40:05;get ready
kostantinos;3797,443;2372706667;21:40:05;
elisavet;37977681;23730150;21:40:06;
kostantinos;379744433,3;2372707167;21:40:06;
kostantinos;37974,455;2372707333;21:40:07;
alex;;;21:40:08;ok..now we did cleaned out our log
alex;;;21:40:08;google rules!!!
alex;;;21:40:08;get ready
kostantinos;3797446667;2372706833;21:40:08;
phillip;37980637;23729868;21:40:09;
kostantinos;379744766,7;2372707167;21:40:09;
kostantinos;3797,448;2372707833;21:40:10;
kostantinos;379744833,3;2372708333;21:40:11;
alex;37978107;23723382;21:40:12;
kostantinos;3797448667;2372708667;21:40:12;
alex;37978103;23723384;21:40:13;
kostantinos;3797449167;2372709167;21:40:13;
kostantinos;3797,449;2372709667;21:40:14;
kostantinos;3797,449;237271;21:40:15;
kostantinos;379744966,7;2372710167;21:40:16;
alex;;;21:40:17;ok..now we did cleaned out our log
elisavet;37977655;23730335;21:40:17;
kostantinos;379744983,3;2372710167;21:40:17;
kostantinos;37974,495;23727105;21:40:18;
kostantinos;37974,495;2372710667;21:40:19;
kostantinos;3797,451;2372710333;21:40:20;
alex;;;21:40:20;get ready
kostantinos;3797451833;2372710333;21:40:21;
elena;37978605;23723409;21:40:22;
elena;37978605;23723409;21:40:22;
phillip;37980598;23729973;21:40:22;
kostantinos;3797453167;2372710167;21:40:22;
alex;;;21:40:23;ok..now we did cleaned out our log
alex;;;21:40:23;google rules!!!
alex;;;21:40:23;get ready
kostantinos;3797453667;237271;21:40:23;
danja;37980428;23732652;21:40:24;
kostantinos;379745433,3;2372710333;21:40:24;
kostantinos;37974,555;2372710333;21:40:25;
danja;37979551;23732589;21:40:26;
kostantinos;3797,457;2372709833;21:40:26;
danja;37979499;2373258;21:40:27;
alex;3797811;23723344;21:40:27;
kostantinos;379745716,7;2372709833;21:40:27;
elisavet;37977648;23730472;21:40:28;
danja;37979424;23732473;21:40:28;
kostantinos;3797457667;2372710167;21:40:28;
alex;;;21:40:29;google rules!!!
danja;37979349;23732355;21:40:29;
kostantinos;3797458167;2372710167;21:40:29;
alex;37978192;23723368;21:40:30;
danja;3797967;23732388;21:40:30;
kostantinos;37974,585;2372710167;21:40:30;
alex;37978238;23723365;21:40:31;
danja;3797992;23732376;21:40:31;
kostantinos;3797,459;2372709833;21:40:31;
danja;37979983;2373235;21:40:32;
alex;37978282;23723368;21:40:32;
kostantinos;3797460833;2372709167;21:40:32;
alex;;;21:40:32;ok..now we did cleaned out our log
alex;;;21:40:32;google rules!!!
alex;;;21:40:32;get ready
alex;37978313;23723371;21:40:33;
danja;37980077;23732401;21:40:33;
kostantinos;3797,462;2372708667;21:40:33;
danja;379802;23732438;21:40:34;
kostantinos;3797462667;2372708333;21:40:34;
kostantinos;379746316,7;2372708;21:40:35;
alex;37978313;23723371;21:40:35;
danja;37980267;23732456;21:40:35;
alex;37978366;23723371;21:40:36;
phillip;37980495;23729978;21:40:36;
kostantinos;3797,464;2372708667;21:40:36;
danja;37980294;23732495;21:40:37;
kostantinos;37974,645;2372708833;21:40:37;
alex;;;21:40:38;ok..now we did cleaned out our log
alex;;;21:40:38;get ready
kostantinos;3797464833;2372709;21:40:38;
danja;37980299;23732517;21:40:38;
phillip;37980403;23730005;21:40:40;
kostantinos;3797469833;2372706667;21:40:40;
alex;;;21:40:41;ok..now we did cleaned out our log
danja;37980314;23732569;21:40:41;
kostantinos;37974,705;2372706667;21:40:41;
elena;;;21:40:41;get ready
elena;;;21:40:41;ok..now we did cleaned out our log
danja;37980319;23732586;21:40:42;
kostantinos;379747083,3;2372706833;21:40:42;
kostantinos;37974,715;23727065;21:40:43;
alex;;;21:40:44;ok..now we did cleaned out our log
alex;;;21:40:44;google rules!!!
kostantinos;379747266,7;2372707;21:40:44;
phillip;37980303;23730031;21:40:45;
kostantinos;3797,474;2372708333;21:40:45;
kostantinos;3797475833;2372710333;21:40:46;
elina;;;21:40:46;get ready
elina;;;21:40:46;ok..now we did cleaned out our log
elina;;;21:40:46;google rules!!!
elina;;;21:40:46;get ready
elina;;;21:40:46;ok..now we did cleaned out our log
elina;;;21:40:46;google rules!!!
kostantinos;3797475833;2372711;21:40:47;
alex;;;21:40:47;ok..now we did cleaned out our log
alex;;;21:40:47;google rules!!!
alex;;;21:40:47;get ready
elena;;;21:40:47;get ready
danja;37980308;23732636;21:40:48;
kostantinos;3797475833;2372711333;21:40:48;
danja;37980304;23732648;21:40:49;
kostantinos;37974,765;2372712167;21:40:49;
alex;;;21:40:50;ok..now we did cleaned out our log
alex;;;21:40:50;google rules!!!
alex;;;21:40:50;get ready
phillip;37980206;23730034;21:40:50;
elisavet;37977641;23730693;21:40:50;
kostantinos;3797,477;2372713667;21:40:50;
elena;;;21:40:50;get ready
kostantinos;379747733,3;2372715167;21:40:51;
kostantinos;379747733,3;2372717;21:40:52;
alex;37978375;23723335;21:40:52;
alex;;;21:40:53;ok..now we did cleaned out our log
alex;;;21:40:53;google rules!!!
alex;;;21:40:53;get ready
alex;37978412;23723298;21:40:53;
kostantinos;3797478333;2372719500;21:40:53;
elena;;;21:40:53;get ready
elena;;;21:40:53;ok..now we did cleaned out our log
elena;;;21:40:53;google rules!!!
danja;37980284;23732698;21:40:54;
kostantinos;3797,479;2372721167;21:40:54;
kostantinos;379747866,7;2372722;21:40:55;
danja;37980279;23732712;21:40:55;
elina;;;21:40:55;get ready
elina;;;21:40:55;ok..now we did cleaned out our log
elina;;;21:40:55;get ready
elina;;;21:40:55;ok..now we did cleaned out our log
alex;;;21:40:56;google rules!!!
alex;;;21:40:56;get ready
kostantinos;3797478333;23727225;21:40:56;
phillip;37980107;23729996;21:40:56;
elena;;;21:40:56;get ready
elena;;;21:40:56;ok..now we did cleaned out our log
elena;;;21:40:56;google rules!!!
kostantinos;379747766,7;2372723;21:40:57;
danja;37980262;23732747;21:40:57;
kostantinos;3797,478;2372725;21:40:58;
danja;37980254;23732766;21:40:58;
elina;;;21:40:58;get ready
elina;;;21:40:58;ok..now we did cleaned out our log
elina;;;21:40:58;google rules!!!
elina;;;21:40:58;Hello Athens
elina;;;21:40:58;get ready
elina;;;21:40:58;ok..now we did cleaned out our log
elina;;;21:40:58;google rules!!!
elina;;;21:40:58;Hello Athens
kostantinos;379747783,3;23727255;21:40:59;
alex;;;21:40:59;ok..now we did cleaned out our log
alex;;;21:40:59;google rules!!!
alex;;;21:40:59;get ready
elena;;;21:40:59;get ready
kostantinos;379747766,7;2372725667;21:41:00;
elisavet;37977589;23730822;21:41:01;
danja;37980233;23732815;21:41:01;
kostantinos;37974,775;2372728333;21:41:01;
elina;;;21:41:01;new journey, new era
elina;;;21:41:01;how far can netless reach
elina;;;21:41:01;netless@frown
elina;;;21:41:01;get ready
elina;;;21:41:01;ok..now we did cleaned out our log
elina;;;21:41:01;google rules!!!
elina;;;21:41:01;new journey, new era
elina;;;21:41:01;how far can netless reach
elina;;;21:41:01;netless@frown
elina;;;21:41:01;get ready
elina;;;21:41:01;ok..now we did cleaned out our log
elina;;;21:41:01;google rules!!!
alex;;;21:41:02;ok..now we did cleaned out our log
alex;;;21:41:02;google rules!!!
alex;;;21:41:02;get ready
danja;37980227;23732833;21:41:02;
kostantinos;379747733,3;2372731333;21:41:02;
elena;;;21:41:02;get ready
elena;;;21:41:02;ok..now we did cleaned out our log
elena;;;21:41:02;google rules!!!
elina;;;21:41:02;Hello Athens
elina;;;21:41:02;Hello Athens
kostantinos;3797476167;23727305;21:41:03;
phillip;37980009;23729996;21:41:03;
kostantinos;3797,475;2372731167;21:41:04;
alex;;;21:41:05;google rules!!!
danja;37980225;23732883;21:41:05;
kostantinos;3797473833;2372731167;21:41:05;
elena;;;21:41:05;get ready
elena;;;21:41:05;ok..now we did cleaned out our log
elena;;;21:41:05;google rules!!!
elina;;;21:41:05;new journey, new era
elina;;;21:41:05;how far can netless reach
elina;;;21:41:05;netless@frown
elina;;;21:41:05;get ready
elina;;;21:41:05;ok..now we did cleaned out our log
elina;;;21:41:05;google rules!!!
elina;;;21:41:05;Hello Athens
elina;;;21:41:05;new journey, new era
elina;;;21:41:05;how far can netless reach
elina;;;21:41:05;netless@frown
elina;;;21:41:05;get ready
elina;;;21:41:05;ok..now we did cleaned out our log
elina;;;21:41:05;google rules!!!
elina;;;21:41:05;Hello Athens
danja;37980227;23732892;21:41:06;
kostantinos;379747316,7;2372731167;21:41:06;
kostantinos;379747266,7;2372731;21:41:07;
elina;;;21:41:07;new journey, new era
elina;;;21:41:07;how far can netless reach
elina;;;21:41:07;new journey, new era
elina;;;21:41:07;how far can netless reach
kostantinos;3797,472;2372731;21:41:08;
elina;;;21:41:08;netless@frown
elina;;;21:41:08;get ready
elina;;;21:41:08;ok..now we did cleaned out our log
elina;;;21:41:08;google rules!!!
elina;;;21:41:08;Hello Athens
elina;;;21:41:08;netless@frown
elina;;;21:41:08;get ready
elina;;;21:41:08;ok..now we did cleaned out our log
elina;;;21:41:08;google rules!!!
elina;;;21:41:08;Hello Athens
alex;;;21:41:09;ok..now we did cleaned out our log
alex;;;21:41:09;google rules!!!
alex;;;21:41:09;get ready
kostantinos;3797,471;23727305;21:41:09;
kostantinos;379747;2372729833;21:41:10;
kostantinos;3797,469;2372729333;21:41:11;
elina;;;21:41:11;new journey, new era
elina;;;21:41:11;how far can netless reach
elina;;;21:41:11;netless@frown
elina;;;21:41:11;get ready
elina;;;21:41:11;ok..now we did cleaned out our log
elina;;;21:41:11;google rules!!!
elina;;;21:41:11;Hello Athens
elina;;;21:41:11;new journey, new era
elina;;;21:41:11;how far can netless reach
elina;;;21:41:11;netless@frown
elina;;;21:41:11;get ready
elina;;;21:41:11;ok..now we did cleaned out our log
elina;;;21:41:11;google rules!!!
elina;;;21:41:11;Hello Athens
alex;;;21:41:12;ok..now we did cleaned out our log
alex;;;21:41:12;google rules!!!
kostantinos;379746783,3;2372729;21:41:12;
elena;;;21:41:12;get ready
elena;;;21:41:12;ok..now we did cleaned out our log
kostantinos;3797466667;2372728833;21:41:13;
kostantinos;3797465333;2372729;21:41:14;
elina;;;21:41:14;new journey, new era
